 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,MinThr,MaxThr
14,Mar19bS2C1R1_LHl_200x_y-1.roi:Mar19bS2C1R1_LHl_200x_y-1,0,0.00000000,0.00000000,0,0,0,1265.50000000,211.50000000,1265.50000000,211.50000000,0,1266,212,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1265.50000000,211.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
15,Mar19bS2C1R1_LHl_200x_y-1.roi:Mar19bS2C1R1_LHl_200x_y-1,0,0.00000000,0.00000000,0,0,0,1207.50000000,146.00000000,1207.50000000,146.00000000,0,1208,146,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1207.50000000,146.00000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
16,Mar19bS2C1R1_LHl_200x_y-1.roi:Mar19bS2C1R1_LHl_200x_y-1,0,0.00000000,0.00000000,0,0,0,781.16668701,391.83334351,781.16668701,391.83334351,0,781,392,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,781.16668701,391.83334351,0.00000000,0,0.00000000,0.00000000,NaN,0,255
17,Mar19bS2C1R1_LHl_200x_y-1.roi,730987,0.00000000,0.00000000,0,0,0,750.50000000,243.50000000,750.50000000,243.50000000,3976,0,0,1501,487,1693.69712972,549.52065435,0,0.58106774,1578.02724945,0,0,NaN,NaN,0,0,0.00000000,0.00000000,162.02432615,487,3.08213552,0.32445037,1.00000000,0,255
18,Mar20bS1C1R3_VLPAGl_200x_y-1.roi:Mar20bS1C1R3_VLPAGl_200x_y-1,0,0.00000000,0.00000000,0,0,0,1018.00000000,934.00000000,1018.00000000,934.00000000,0,1018,934,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1018.00000000,934.00000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
19,Mar20bS1C1R3_VLPAGl_200x_y-1.roi,972405,0.00000000,0.00000000,0,0,0,514.50000000,472.50000000,514.50000000,472.50000000,3948,0,0,1029,945,1161.10216288,1066.31831285,0,0.78397598,1397.09197979,0,0,NaN,NaN,0,0,0.00000000,0.00000000,137.43664825,945,1.08888889,0.91836735,1.00000000,0,255
20,Mar23bS1C1R4_VLPAGl_200x_y-1.roi:Mar23bS1C1R4_VLPAGl_200x_y-1,0,0.00000000,0.00000000,0,0,0,522.00000000,974.00000000,522.00000000,974.00000000,0,522,974,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,522.00000000,974.00000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
21,Mar23bS1C1R4_VLPAGl_200x_y-1.roi:Mar23bS1C1R4_VLPAGl_200x_y-1,0,0.00000000,0.00000000,0,0,0,289.50000000,461.50000000,289.50000000,461.50000000,0,290,462,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,289.50000000,461.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
22,Mar23bS1C1R4_VLPAGl_200x_y-1.roi:Mar23bS1C1R4_VLPAGl_200x_y-1,0,0.00000000,0.00000000,0,0,0,211.50000000,762.50000000,211.50000000,762.50000000,0,212,763,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,211.50000000,762.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
23,Mar23bS1C1R4_VLPAGl_200x_y-1.roi:Mar23bS1C1R4_VLPAGl_200x_y-1,0,0.00000000,0.00000000,0,0,0,190.50000000,967.50000000,190.50000000,967.50000000,0,191,968,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,190.50000000,967.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
24,Mar23bS1C1R4_VLPAGl_200x_y-1.roi:Mar23bS1C1R4_VLPAGl_200x_y-1,0,0.00000000,0.00000000,0,0,0,591.50000000,1194.16674805,591.50000000,1194.16674805,0,592,1194,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,591.50000000,1194.16674805,0.00000000,0,0.00000000,0.00000000,NaN,0,255
25,Mar23bS1C1R4_VLPAGl_200x_y-1.roi,727218,0.00000000,0.00000000,0,0,0,301.50000000,603.00000000,301.50000000,603.00000000,3618,0,0,603,1206,1360.82527544,680.41263772,90,0.69813170,1348.34899043,0,0,NaN,NaN,0,0,0.00000000,0.00000000,116.56505118,603,2.00000000,0.50000000,1.00000000,0,255
26,Mar23bS1C5R2_DMr_200x_y-1.roi:Mar23bS1C5R2_DMr_200x_y-1,0,0.00000000,0.00000000,0,0,0,994.00000000,686.00000000,994.00000000,686.00000000,0,994,686,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,994.00000000,686.00000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
27,Mar23bS1C5R2_DMr_200x_y-1.roi:Mar23bS1C5R2_DMr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1171.50000000,771.50000000,1171.50000000,771.50000000,0,1172,772,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1171.50000000,771.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
28,Mar23bS1C5R2_DMr_200x_y-1.roi:Mar23bS1C5R2_DMr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1573.50000000,847.50000000,1573.50000000,847.50000000,0,1574,848,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1573.50000000,847.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
29,Mar23bS1C5R2_DMr_200x_y-1.roi:Mar23bS1C5R2_DMr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1481.50000000,613.50000000,1481.50000000,613.50000000,0,1482,614,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1481.50000000,613.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
30,Mar23bS1C5R2_DMr_200x_y-1.roi:Mar23bS1C5R2_DMr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1241.50000000,853.50000000,1241.50000000,853.50000000,0,1242,854,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1241.50000000,853.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
31,Mar23bS1C5R2_DMr_200x_y-1.roi:Mar23bS1C5R2_DMr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1139.50000000,685.50000000,1139.50000000,685.50000000,0,1140,686,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1139.50000000,685.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
32,Mar23bS1C5R2_DMr_200x_y-1.roi:Mar23bS1C5R2_DMr_200x_y-1,0,0.00000000,0.00000000,0,0,0,665.50000000,1033.50000000,665.50000000,1033.50000000,0,666,1034,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,665.50000000,1033.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
33,Mar23bS1C5R2_DMr_200x_y-1.roi:Mar23bS1C5R2_DMr_200x_y-1,0,0.00000000,0.00000000,0,0,0,481.50000000,819.50000000,481.50000000,819.50000000,0,482,820,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,481.50000000,819.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
34,Mar23bS1C5R2_DMr_200x_y-1.roi:Mar23bS1C5R2_DMr_200x_y-1,0,0.00000000,0.00000000,0,0,0,561.50000000,685.50000000,561.50000000,685.50000000,0,562,686,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,561.50000000,685.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
35,Mar23bS1C5R2_DMr_200x_y-1.roi:Mar23bS1C5R2_DMr_200x_y-1,0,0.00000000,0.00000000,0,0,0,665.50000000,309.50000000,665.50000000,309.50000000,0,666,310,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,665.50000000,309.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
36,Mar23bS1C5R2_DMr_200x_y-1.roi:Mar23bS1C5R2_DMr_200x_y-1,0,0.00000000,0.00000000,0,0,0,879.50000000,27.50000000,879.50000000,27.50000000,0,880,28,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,879.50000000,27.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
37,Mar23bS1C5R2_DMr_200x_y-1.roi:Mar23bS1C5R2_DMr_200x_y-1,0,0.00000000,0.00000000,0,0,0,235.50000000,587.50000000,235.50000000,587.50000000,0,236,588,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,235.50000000,587.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
38,Mar23bS1C5R2_DMr_200x_y-1.roi:Mar23bS1C5R2_DMr_200x_y-1,0,0.00000000,0.00000000,0,0,0,532.83337402,971.50000000,532.83337402,971.50000000,0,533,972,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,532.83337402,971.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
39,Mar23bS1C5R2_DMr_200x_y-1.roi,1656325,0.00000000,0.00000000,0,0,0,792.50000000,522.50000000,792.50000000,522.50000000,5260,0,0,1585,1045,1788.48097975,1179.15622955,0,0.75228765,1898.48623909,0,0,NaN,NaN,0,0,0.00000000,0.00000000,146.60289592,1045,1.51674641,0.65930599,1.00000000,0,255
40,Mar26bS2C1R1_LHr_200x_y-1.roi:Mar26bS2C1R1_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1110.00000000,624.00000000,1110.00000000,624.00000000,0,1110,624,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1110.00000000,624.00000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
41,Mar26bS2C1R1_LHr_200x_y-1.roi:Mar26bS2C1R1_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1241.50000000,99.50000000,1241.50000000,99.50000000,0,1242,100,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1241.50000000,99.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
42,Mar26bS2C1R1_LHr_200x_y-1.roi:Mar26bS2C1R1_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,559.50000000,791.50000000,559.50000000,791.50000000,0,560,792,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,559.50000000,791.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
43,Mar26bS2C1R1_LHr_200x_y-1.roi:Mar26bS2C1R1_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,995.50000000,1069.50000000,995.50000000,1069.50000000,0,996,1070,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,995.50000000,1069.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
44,Mar26bS2C1R1_LHr_200x_y-1.roi:Mar26bS2C1R1_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,289.50000000,1115.50000000,289.50000000,1115.50000000,0,290,1116,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,289.50000000,1115.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
45,Mar26bS2C1R1_LHr_200x_y-1.roi:Mar26bS2C1R1_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,77.50000000,1037.50000000,77.50000000,1037.50000000,0,78,1038,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,77.50000000,1037.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
46,Mar26bS2C1R1_LHr_200x_y-1.roi:Mar26bS2C1R1_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,9.50000000,59.50000000,9.50000000,59.50000000,0,10,60,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,9.50000000,59.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
47,Mar26bS2C1R1_LHr_200x_y-1.roi:Mar26bS2C1R1_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,814.16668701,485.16665649,814.16668701,485.16665649,0,814,485,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,814.16668701,485.16665649,0.00000000,0,0.00000000,0.00000000,NaN,0,255
48,Mar26bS2C1R1_LHr_200x_y-1.roi,1412131,0.00000000,0.00000000,0,0,0,626.50000000,563.50000000,626.50000000,563.50000000,4760,0,0,1253,1127,1413.85909630,1271.68332125,0,0.78319687,1685.27089811,0,0,NaN,NaN,0,0,0.00000000,0.00000000,138.03047685,1127,1.11180124,0.89944134,1.00000000,0,255
49,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,980.00000000,8.00000000,980.00000000,8.00000000,0,980,8,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,980.00000000,8.00000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
50,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,733.50000000,93.50000000,733.50000000,93.50000000,0,734,94,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,733.50000000,93.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
51,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,395.50000000,217.50000000,395.50000000,217.50000000,0,396,218,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,395.50000000,217.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
52,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,319.50000000,235.50000000,319.50000000,235.50000000,0,320,236,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,319.50000000,235.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
53,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,323.50000000,313.50000000,323.50000000,313.50000000,0,324,314,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,323.50000000,313.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
54,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,297.50000000,453.50000000,297.50000000,453.50000000,0,298,454,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,297.50000000,453.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
55,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,265.50000000,623.50000000,265.50000000,623.50000000,0,266,624,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,265.50000000,623.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
56,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,425.50000000,621.50000000,425.50000000,621.50000000,0,426,622,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,425.50000000,621.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
57,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,755.50000000,637.50000000,755.50000000,637.50000000,0,756,638,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,755.50000000,637.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
58,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,817.50000000,963.50000000,817.50000000,963.50000000,0,818,964,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,817.50000000,963.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
59,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1083.50000000,461.50000000,1083.50000000,461.50000000,0,1084,462,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1083.50000000,461.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
60,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1039.50000000,389.50000000,1039.50000000,389.50000000,0,1040,390,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1039.50000000,389.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
61,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,953.50000000,229.50000000,953.50000000,229.50000000,0,954,230,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,953.50000000,229.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
62,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1105.50000000,261.50000000,1105.50000000,261.50000000,0,1106,262,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1105.50000000,261.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
63,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1399.50000000,513.50000000,1399.50000000,513.50000000,0,1400,514,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1399.50000000,513.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
64,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1537.50000000,531.50000000,1537.50000000,531.50000000,0,1538,532,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1537.50000000,531.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
65,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1489.50000000,403.50000000,1489.50000000,403.50000000,0,1490,404,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1489.50000000,403.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
66,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1551.50000000,221.50000000,1551.50000000,221.50000000,0,1552,222,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1551.50000000,221.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
67,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1527.50000000,305.50000000,1527.50000000,305.50000000,0,1528,306,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1527.50000000,305.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
68,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,1345.50000000,109.50000000,1345.50000000,109.50000000,0,1346,110,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,1345.50000000,109.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
69,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,551.50000000,623.50000000,551.50000000,623.50000000,0,552,624,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,551.50000000,623.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
70,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,633.50000000,829.50000000,633.50000000,829.50000000,0,634,830,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,633.50000000,829.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
71,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,676.50000000,734.50000000,676.50000000,734.50000000,0,677,735,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,676.50000000,734.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
72,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,557.50000000,459.50000000,557.50000000,459.50000000,0,558,460,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,557.50000000,459.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
73,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,382.50000000,457.50000000,382.50000000,457.50000000,0,383,458,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,382.50000000,457.50000000,0.00000000,0,0.00000000,0.00000000,NaN,0,255
74,Mar27bS1C2R2_LHr_200x_y-1.roi:Mar27bS1C2R2_LHr_200x_y-1,0,0.00000000,0.00000000,0,0,0,2.16665649,288.16665649,2.16665649,288.16665649,0,2,288,1,1,1.12837917,1.12837917,0,0.00000000,0.00000000,0,0,NaN,NaN,0,0,2.16665649,288.16665649,0.00000000,0,0.00000000,0.00000000,NaN,0,255
